Name,Ticker,"Sub-Sector","Market Cap","Close Price","PE Ratio"
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","59.2933905","11.95","191.26900161290231"
Active Clothing Co Ltd,ACTIVE,"Textiles","59.2566613","39.65","113.95511788461576"
Beekay Niryat Ltd,BNL,,"59.091782529999996","76.45","37.63807804458598"
Isl Consulting Ltd,ISLCONSUL,"Investment Banking & Brokerage","58.8","24.5","39.4630872483222"
Pritish Nandy Communications Ltd,PNC,"Movies & TV Serials","58.519015","41.85","-177.33034848485005"
BDR Buildcon Ltd,BDR,"Real Estate","58.243425","87.65","176.49522727272728"
Mukesh Babu Financial Services Ltd,MUKESHB,"Diversified Financials","58.1024515","83","32.45947011173184"
Ujaas Energy Ltd,UJAAS,"Renewable Energy","58.0841","2.95","-0.5294330507702123"
Sonal Adhesives Ltd,SONALAD,"Specialty Chemicals","57.973465","100.4","10.333950980392155"
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","57.8093306","18.2","140.99836731707322"
Consolidated Construction Consortium Ltd,CCCL,"Construction & Engineering","57.784122260000004","1.5","-0.4102529091941782"
Gujarat Credit Corporation Ltd,GUJCRED,"Real Estate","57.75","22.65","38.5"
Kaycee Industries Ltd,KAYCEEI,"Electrical Components & Equipments","57.6859789","9197.1","30.68403132978723"
Shree Ganesh BioTech India Ltd,SHREEGANES,"Agro Products","57.401856","1.42","22.77851428571433"
Containe Technologies Ltd,CONTAINE,,"57.1326","86.95","1142.6520000000044"
Visco Trade Associates Ltd,VISCO,,"56.769096","120.15","436.6853538461682"
VR Films & Studios Ltd,VRFILMS,"Movies & TV Serials","56.71848","428.55","30.658637837837826"
GV Films Ltd,GVFILM,"Movies & TV Serials","56.706925646","0.61","-41.69626885735294"
Universal Starch Chem Allied Ltd,UNIVSTAR,"Packaged Foods & Meats","56.7","138.35","4.956293706293704"
KKV Agro Powers Limited,KKVAPOW,"Renewable Energy","56.6308125","949.05","47.588918067228434"
Khandwala Securities Ltd,KHANDSE,"Investment Banking & Brokerage","56.59161655","36.8","471.59680458332764"
Swarnsarita Jewels India Ltd,SWARNSAR,"Precious Metals, Jewellery & Watches","56.576128","26.9","7.563653475935757"
Mauria Udyog Ltd,MUL,"Gas Distribution","56.4768","4.42","-25.10079999999993"
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","56.3496163","899.9","-114.99921693877457"
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","56.2933248","188.15","3.8930376763485515"
SKP Securities Ltd,SKPSEC,"Investment Banking & Brokerage","56.274732","90.9","10.363670718232045"
Polylink Polymers (India) Ltd,POLYLINK,"Commodity Chemicals","56.16321","25.35","63.82182954545489"
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","56.123929679999996","63.1","35.52147448101265"
Reliable Data Services Ltd,RELIABLE,"Outsourced services","56.0892","57.05","16.11758620689658"
WAA Solar Ltd,WAA,"Renewable Energy","56.0520779","42.65","7.7206718870523305"
Marsons Ltd,MARSONS,"Heavy Electrical Equipments","56","4.26","-43.41085271317829"
MediCaps Ltd,MEDICAPQ,"Pharmaceuticals","55.8030531","44.65","5.53053053518334"
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,"55.71314775","5.41","15.47587437500005"
Pan India Corp Ltd,PANINDIAC,"Diversified Financials","55.4924335","2.69","-346.8277093749999"
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","55.41027","779.05","11.126560240963775"
IM+ Capitals Ltd,IMCAP,,"55.3252326","165.9","56.45431897959186"
Sanwaria Consumer Ltd,SANWARIA,"FMCG - Foods","55.2075","0.75","-8.203194650817236"
Ace Integrated Solutions Ltd,ACEINTEG,"Education Services","55.131","55.2","55.68787878787875"
Chandra Prabhu International Ltd,CHANDRAP,,"55.00775","29.85","2.7204624134520143"
Axis Technology ETF,AXISTECETF,"Equity","54.986265108","293.19",
T & I Global Ltd,TIGLOB,"Agro Products","54.933868","103.7","6.306988289322615"
Biogen Pharmachem Industries Ltd,BIOGEN,,"54.818652","0.83","123440630360076450"
Vaswani Industries Ltd,VASWANI,"Iron & Steel","54.6","18.25","12.352941176470607"
Naturite Agro Products Ltd,NAPL,"Packaged Foods & Meats","54.5488","103","202.03259259259167"
National Fittings Ltd,NATFIT,"Iron & Steel","54.499092","61.25","40.976760902255485"
We Win Ltd,WEWIN,"Outsourced services","54.412155","50.9","25.545612676056383"
Alfred Herbert (India) Ltd,ALFREDHE,"Industrial Machinery","54.40888737","715","31.090792782857136"
Tera Software Ltd,TERASOFT,"IT Services & Consulting","54.36464","42.65","-41.49972519083874"
Modern Dairies Ltd,MODAIRY,,"54.33527613","23.45","10.976823460605985"
ANI Integrated Services Ltd,AISL,"Construction & Engineering","54.24832","56","10.452470134874744"
Shalimar Wires Industries Ltd,SHALIWIR,"Electrical Components & Equipments","54.213495963999996","12.7","-602.3721773777193"
Rungta Irrigation Ltd,RUNGTAIR,"Building Products - Pipes","54.099700875","27.2","42.26539130859346"
Nitin Fire Protection Industries Ltd,NITINFIRE,"Business Support Services","54.06988007","1.85","-0.24572750440828942"
Viviana Power Tech Ltd,VIVIANA,"Electrical Components & Equipments","54.0285","91.4","18.566494845360854"
Rasandik Engineering Industries India Ltd,RASANDIK,"Auto Parts","54.014","93.25","-19.858088235294225"
Transwarranty Finance Ltd,TFL,"Diversified Financials","53.935552439999995","9.75","-23.655944052631597"
Vineet Laboratories Ltd,VINEETLAB,"Specialty Chemicals","53.88511345","57.5","8.115227929216895"
Gujarat Hotels Ltd,GUJHOTE,"Hotels, Resorts & Cruise Lines","53.877400875","142.35","19.880959732472327"
Starcom Information Technology Ltd,STARCOM,"Software Services","53.806456","112.5","-10.13304256120527"
ICICI Prudential Sensex ETF,ICICISENSX,"Equity","53.792091600000006","660.5",
SM Auto Stamping Ltd,SMAUTO,,"53.57937","37.5","14.13703693931396"
Vadivarhe Speciality Chemicals Ltd,VSCL,"Specialty Chemicals","53.5597225","42.6","-5.579137760416666"
NRB Industrial Bearings Ltd,NIBL,"Industrial Machinery","53.42858325","21.8","-5.2899587376237625"
Khfm Hospitality and Facility Management Services Ltd,KHFM,"Business Support Services","53.41885367","54.9","-2.777891506500258"
Barak Valley Cements Ltd,BVCL,"Cement","53.4056","25.3","-11.78931567328919"
RO Jewels Ltd,ROJL,,"53.321929360000006","50.25","313.6584080000042"
Tanvi Foods (India) Ltd,TANVI,"Packaged Foods & Meats","53.104238625","98.95","42.14622113095272"
Kwality Ltd,KWALITY,"FMCG - Foods","53.09796404","2.2","-0.03792034568112838"
Ashnoor Textile Mills Ltd,ASHNOOR,"Textiles","53.086461085","41.35","5.938082895413874"
Banaras Beads Ltd,BANARBEADS,"Apparel & Accessories","53.02341378","81.15","18.158703349315072"
Lee & Nee Softwares (Exports) Ltd,LEENEE,"IT Services & Consulting","52.9853","9.33","196.2418518518516"
Eighty Jewellers Ltd,EIGHTY,,"52.679079765","53.95","25.448830804347768"
HEC Infra Projects Ltd,HECPROJECT,"Electrical Components & Equipments","52.5663596","49.35","103.07129333333404"
Krishanveer Forge Ltd,KVFORGE,,"52.50912","46.6","13.965191489361711"
Rama Vision Ltd,RAMAVISION,"FMCG - Personal Products","52.18671453","54.6","35.501166346938696"
Standard Surfactants Ltd,STDSFAC,,"52.141742","73","21.110017004048768"
Chartered Logistics Ltd,CHLOGIST,"Logistics","51.95482","5.17","92.77646428571512"
Bhatia Colour Chem Ltd,BCCL,,"51.93226875","40.9","144.25630208333328"
Siddhika Coatings Ltd,SIDDHIKA,"Construction & Engineering","51.9036","161.5","29.829655172413787"
Cubex Tubings Ltd,CUBEXTUB,"Metals - Copper","51.8346895","34.7","21.419293181818254"
Canopy Finance Ltd,CANOPYFIN,"Investment Banking & Brokerage","51.746809885000005","51.25","101.4643331078431"
Mishka Exim Ltd,MISHKA,"Commodities Trading","51.731","35.8","5173.099999999622"
JSG Leasing Ltd,COLABCLOUD,,"51.714","51.95","369.3857142857143"
MT Educare Ltd,MTEDUCARE,"Education Services","51.643058610000004","7.15","-2.022838175088133"
Sulabh Engineers and Services Ltd,SULABEN,"Specialized Finance","51.543675","5.05","57.270750000000014"
Clara Industries Ltd,CLARA,,"51.4679301","217.8","48.554651037735844"
NCL Research and Financial Services Ltd,NCLRESE,"Diversified Financials","51.375744","0.48","48.929280000000006"
Suchitra Finance & Trading Co Ltd,SUCHITRA,"Specialized Finance","51.3672505","52.6","6.794609854497356"
Balgopal Commercial Ltd,BALGOPAL,"Apparel & Accessories","51.3461","31.15","171.15366666666637"
Roni Households Ltd,RONI,"Plastic Products","51.164170545852","104","-40.28674846130081"
Laxmi Goldorna House Ltd,LGHL,"Precious Metals, Jewellery & Watches","51.0317955","24.45","392.5522730769782"
Global Longlife Hospital and Research Ltd,GLHRL,,"51.03","45.6","14.254189944134081"
Brady And Morris Engineering Co Ltd,BRADYM,,"51.01875","228.95","15.943359374999996"
HG Industries Ltd,HGIND,"Diversified Financials","50.99241584","108.35","1699.7471946666706"
Raw Edge Industrial Solutions Ltd,RAWEDGE,"Mining - Diversified","50.945796","50.7","-89.37858947368449"
A B Cotspin India Ltd,ABCOTS,"Textiles","50.894929","49.85","7.4407790935672535"
Times Guaranty Ltd,TIMESGTY,"Investment Banking & Brokerage","50.856257594999995","54.1","32.600165125"
Morarka Finance Ltd,MORARKFI,,"50.8512195","112","13.780818292682923"
Maris Spinners Ltd,MARIS,"Textiles","50.7094938","60.2","3.2864221516526264"
White Organic Agro Ltd,WHITEORG,"FMCG - Foods","50.68","14.53","5.7722095671981535"
Technopack Polymers Ltd,TECHNOPACK,,"50.571","96.3","23.96729857819902"
Sumuka Agro Industries Ltd,SUMUKAAG,,"50.5319787","71.1","210.54991125000018"
Innovassynth Investments Ltd,INOVSYNTH,"Specialty Chemicals","50.4983128","22.3","41.39205967213115"
ATV Projects India Ltd,ATVPR,"Industrial Machinery","50.46155375","9.97","6.31558870463079"
Remedium Lifecare Ltd,REMLIFE,,"50.436","140.4","47.13644859813114"
Nagreeka Exports Ltd,NAGREEKEXP,"Textiles","50.373791","40.65","8.13793069466886"
Timescan Logistics India Ltd,TIMESCAN,"Logistics","50.3136","136.8","17.289896907216487"
SVC Industries Ltd,SVCIND,"Commodity Chemicals","50.233368416000005","3","-18.884724968421057"
Orchasp Ltd,ORCHASP,,"50.072869946","4.96","1001.4573989200132"
Dhoot Industrial Finance Ltd,DHOOTIN,,"50.07015","78.95","2.6832877813504816"
Simran Farms Ltd,SIMRAN,"Packaged Foods & Meats","50.05044","132.95","4.859266019417479"
Intellivate Capital Ventures Ltd,INTELLCAP,"0","50.041826838","11.63","-250.20913419000001"
STL Global Ltd,SGL,"Textiles","49.9638776","17.95","14.275393599999989"
Akash Infra-Projects Ltd,AKASH,"Construction & Engineering","49.913100639999996","30.1","21.514267517241258"
G G Engineering Ltd,GGENG,"Auto Parts","49.868894635000004","1.33","554.0988292777558"
Remi Edelstahl Tubulars Ltd,REMIEDEL,"Iron & Steel","49.860096","44.3","77.90640000000134"
Sagardeep Alloys Ltd,SAGARDEEP,"Metals - Diversified","49.722321","28.5","93.8156999999969"
Sylph Technologies Ltd,SYLPH,"IT Services & Consulting","49.617","34.95","150.3545454545454"
Terai Tea Co Ltd,TERAI,"Tea & Coffee","49.53096","71.9","4.5566660533578665"
Acme Resources Ltd,ACME,"Diversified Financials","49.42848","19.6","18.652256603773587"
Manugraph India Ltd,MANUGRAPH,"Industrial Machinery","49.424474125","15.65","-3.542973055555556"
Libas Consumer Products Ltd,LIBAS,"Apparel & Accessories","49.3960875","18.5","5.645267142857141"
Titan Securities Ltd,TITANSEC,,"49.281914","19.6","3.0839745932415523"
D & H India Ltd,DHINDIA,"Industrial Machinery","49.2591","62.1","20.4394605809129"
Salem Erode Investments Ltd,SALEM,"Investment Banking & Brokerage","49.2444084","43.45","70.34915485714285"
Eiko Lifesciences Ltd,EIKO,,"49.23230064","62.15","69.34126850704209"
Caspian Corporate Services Ltd,CASPIAN,,"49.12870942","16.61","69.1953653802817"
Meera Industries Ltd,MEERA,"Industrial Machinery","49.1224616","45.05","18.46709082706769"
Uttam Galva Steels Ltd,UTTAMSTL,"Iron & Steel","49.079735535000005","3.45","-0.192605507946786"
Acrow India Ltd,ACROW,"Industrial Machinery","49.0688","797.9","57.728000000000016"
GCM Securities Ltd,GCMSECU,"Investment Banking & Brokerage","49.00968","2.61","-350.0691428571433"
United Van Der Horst Ltd,UVDRHOR,,"48.97278","80.1","28.145275862068956"
W S Industries (India) Ltd,WSI,"Industrial Machinery","48.968307135","15.85","-0.8241047986368226"
ARSS Infrastructure Projects Ltd,ARSSINFRA,"Construction & Engineering","48.8866269","22.55","-0.44281364945652124"
Super Spinning Mills Ltd,SUPERSPIN,"Textiles","48.675","8.35","57.26470588235237"
MSR India Ltd,MSRINDIA,"FMCG - Foods","48.66912","8.08","-26.307632432432438"
Burnpur Cement Ltd,BURNPUR,"Cement","48.660265095","5.5","-0.8250299270091559"
Escorp Asset Management Ltd,ESCORP,"0","48.635348125","43.75","8.299547461604096"
ABC India Ltd,ABCINDQ,"Logistics","48.4842264","86.05","17.694973138686073"
Suumaya Corporation Ltd,SUUMAYA,,"48.457127039999996","19.65","167.09354151702206"
Somi Conveyor Beltings Ltd,SOMICONVEY,"Industrial Machinery","48.2965896","41.25","28.409758588235405"
Piccadily Sugar and Allied Industries Ltd,PICCASUG,"Alcoholic Beverages","48.253143525","20.25","4825.3143525026035"
Shalimar Productions Ltd,SHALPRO,"Movies & TV Serials","48.232087337","0.5","689.029819100001"
Perfectpac Ltd,PERFEPA,,"48.21478","69.3","47.26939215686254"
Ganga Forging Ltd,GANGAFORGE,"Iron & Steel","48.21380655","4.5","46.80952092233008"
Swastika Investmart Ltd,SWASTIKA,"Diversified Financials","48.1395205","162.5","4.775746081349207"
Acknit Industries Ltd,ACKNIT,"Apparel & Accessories","47.8952","154.15","6.039747793190392"
Danube Industries Ltd,DANUBE,"Paper Products","47.85","16.25","48.33333333333346"
Ambani Organics Ltd,AMBANIORG,"Diversified Chemicals","47.66600319","73.25","23.59703128217842"
Quest Softech (India) Ltd,QUEST,"IT Services & Consulting","47.55","45.2","18.218390804597696"
Chowgule Steamships Ltd,CHOWGULSTM,"Logistics","47.527728325","12.77","1.0037535021119326"
Aruna Hotels Ltd,ARUNAHTEL,"Hotels, Resorts & Cruise Lines","47.4261","13.05","-19.046626506024097"
Yamini Investments Company Ltd,YAMNINV,,"47.315376","0.88","225.31131428571592"
Sam Industries Ltd,SAMINDUS,"Real Estate","47.29232455","44.7","7.948289840336135"
Pritika Engineering Components Ltd,PRITIKA,"Industrial Machinery","47.12128995","40.15","8.614495420475338"
Virtual Global Education Ltd,VIRTUALG,,"47.026670478","1.1","120.58120635384616"
Smiths & Founders India Ltd,SMFIL,"Iron & Steel","47.020398025","4.67","32.20575207191785"
Pearl Polymers Ltd,PEARLPOLY,"Plastic Products","46.96946028","33.1","2.1516014786990394"
Kamadgiri Fashion Ltd,KAMADGIRI,"Textiles","46.925621145","83.3","142.19885195455342"
Himachal Fibres Ltd,HIMFIBP,,"46.92","5.4","-6.819767441860465"
JFL Life Sciences Ltd,JFLLIFE,"Pharmaceuticals","46.853358660000005","39","16.733342378571443"
Sunil Agro Foods Ltd,SUNILAGR,,"46.725124","147.9","44.50011809523829"
Vijay Textiles Ltd,VIJAYTX,"Textiles","46.67775","25.65","-4.055408340573414"
Auro Laboratories Ltd,AUROLAB,"Pharmaceuticals","46.6191","74.75","16.415176056338016"
DK Enterprises Global Ltd,DKEGL,"Packaging","46.5496","65","13.376321839080406"
Mohite Industries Ltd,MOHITE,"Textiles","46.5308055","22.9","6.976132758620697"
Jet Freight Logistics Ltd,JETFREIGHT,"Logistics","46.403784","20.35","15.624169696969666"
Gujarat Intrux Ltd,GUJINTRX,"Iron & Steel","46.2563145","137.45","15.166004754098385"
Pearl Green Clubs & Resorts Ltd,PGCRL,,"46.16625","190","153.8874999999999"
Fervent Synergies Ltd,FERVENTSYN,"Conglomerates","46.14","14.35","-192.25000000000006"
Rasi Electrodes Ltd,RASIELEC,,"46.07314","14.9","22.584872549019735"
Evans Electric Ltd,EVANS,"Business Support Services","45.7562","330.65","55.80024390243904"
SBEC Systems (India) Ltd,SBECSYS,"IT Services & Consulting","45.7","43.45","35.15384615384615"
Poojawestern Metaliks Ltd,POOJA,"Metals - Diversified","45.53758","43.6","58.38151282051303"
Diana Tea Co Ltd,DIANATEA,"Tea & Coffee","45.497685","29.85","6.215530737704912"
Texel Industries Ltd,TEXELIN,"Agricultural & Farm Machinery","45.259486375","51.2","39.35607510869554"
Dr Habeebullah Life Sciences Ltd,SAMSRITA,,"45.1665533","29.25","30.313123020134235"
Arex Industries Ltd,AREXMIS,"Textiles","45.1093865","113.95","12.224765989159897"
Pioneer Investcorp Ltd,PIONRINV,"Investment Banking & Brokerage","45.06816782","38.9","12.082618718498669"
Sical Logistics Ltd,SICAL,"Logistics","45.060594951268","7.7","-0.17303046982285533"
Nippon India Nifty Pharma ETF,PHARMABEES,"Equity","45.057158312","12.78",
HB Estate Developers Ltd,HBESD,"Real Estate","44.95247757","22.6","-2.8668671919642863"
Wires and Fabriks (SA) Ltd,WIREFABR,"Industrial Machinery","44.91159375","151.85","47.778291223403855"
Globalspace Technologies Ltd,GSTL,"IT Services & Consulting","44.852592914999995","39.1","80.09391591964305"
Cargotrans Maritime Ltd,CARGOTRANS,,"44.8392","113.9","18.99966101694911"
Agni Green Power Ltd,AGNI,"Renewable Energy","44.832366","22.95","203.78348181818302"
Zenith Exports Ltd,ZENITHEXPO,"Textiles","44.81585625","83.15","44.37213490099051"
G K P Printing & Packaging Ltd,GKP,"Packaging","44.767623119999996","20.05","55.268670518518086"
Baroda Extrusion Ltd,BAROEXT,"Industrial Machinery","44.7147","3.1","32.401956521738896"
Elegant Marbles and Grani Industries Ltd,ELEMARB,"Building Products - Granite","44.652","120.15","16.599256505576207"
Samor Reality Ltd,SAMOR,,"44.6125","41.5","405.5681818181813"
Wallfort Financial Services Ltd,WALLFORT,"Investment Banking & Brokerage","44.56112","44.3","3.247895043731779"
Gita Renewable Energy Ltd,GITARENEW,"Renewable Energy","44.5156042","108.1","18.70403537815126"
Cian Healthcare Ltd,CHCL,"Pharmaceuticals","44.49245992","17.8","-8.060228246376814"
Lakshmi Automatic Loom Works Ltd,LXMIATO,"Industrial Machinery","44.471875","647.2","17.104567307692307"
Saven Technologies Ltd,7TEC,"IT Services & Consulting","44.43968558","41.3","13.42588688217523"
Lucent Industries Ltd,LUCENT,,"44.325","31","-738.7499999999994"
Prerna Infrabuild Ltd,PRERINFRA,"Real Estate","44.3164368","38.4","7.549648517887563"
Next Mediaworks Ltd,NEXTMEDIA,"Radio","44.14931928","6.45","-2.5939670552291427"
Modipon Ltd,MODIPON,"Real Estate","44.107185089999994","39.35","65.83161953731343"
Alkosign Ltd,ALKOSIGN,,"44.1045","81","-32.193065693430654"
Mega Flex Plastics Ltd,MEGAFLEX,"Packaging","44.0546025","39.5","16.56188063909775"
Gujarat Craft Industries Ltd,GUJCRAFT,"Plastic Products","44.043583","91.6","5.818174768824289"
Assam Entrade Ltd,ASSAMENT,,"43.7984118","304.2","19.552862410714283"
Yug Decor Ltd,YUG,,"43.782543","70","437.82542999999947"
Arihant Tournesol Ltd,ARHNTTO,"Agro Products","43.7009945","44.15","-198.4114235"
Ambica Agarbathies Aroma & Industries Ltd,AMBICAAGAR,"Specialty Chemicals","43.630596","25.4","18.17941499999995"
Ravi Kumar Distilleries Ltd,RKDL,"Alcoholic Beverages","43.56","17.7","-3.2925170068027203"
Sumeet Industries Ltd,SUMEETINDS,"Textiles","43.529803380000004","4","14.958695319587799"
Thacker and Company Ltd,THACKER,,"43.514198594999996","381.4","4.643991312166488"
ARC Finance Ltd,ARCFIN,"Investment Banking & Brokerage","43.4257","0.85","155.09178571428785"
Sri KPR Industries Ltd,SRIKPRIND,"Building Products - Pipes","43.413972725","22.55","124.03992207142889"
Vidli Restaurants Ltd,VIDLI,,"43.3987","41.6","-4339.870000000695"
Aspira Pathlab & Diagnostics Ltd,ASPIRA,"Hospitals & Diagnostic Centres","43.384995","42.95","9.749437078651688"
Duro Pack Ltd,DUROPACK,"Packaging","43.337484","80.55","33.33652615384608"
Dynamic Portfolio Management & Services Ltd,DYNAMICP,"Investment Banking & Brokerage","43.318119","35.2","618.8302714285724"
Kesar Terminals & Infrastructure Ltd,KTIL,"Oil & Gas - Storage & Transportation","43.15957625","39.45","-1.4655204159592534"
Nimbus Projects Ltd,NIMBSPROJ,"Real Estate","43.08105","39","3.0274806746310605"
Kemistar Corporation Ltd,KEMISTAR,"Commodity Chemicals","43.037632","38.35","51.8525686746985"
Vasundhara Rasayans Ltd,VRL,,"43.032828","137.5","19.739829357798172"
Nippon India Silver ETF,SILVERBEES,"Equity","43.024297066","66.88",
Vardhman Polytex Ltd,VARDMNPOLY,"Textiles","43.02154701","19.3","-2.7755836780645198"
Addi Industries Ltd,ADDIND,,"42.97036452","40","1.149247513238834"
Roopa Industries Ltd,ROOPAIND,"Specialty Chemicals","42.9064116","57","42.065109411764695"
Kintech Renewables Ltd,KRL,,"42.895","438","142.98333333333343"
Auto Pins India Ltd,AUTOPINS,"Iron & Steel","42.802965","75","67.94121428571447"
Vista Pharmaceuticals Ltd,VISTAPH,"Pharmaceuticals","42.754519933999994","12.15","-50.89823801666667"
National Plastic Industries Ltd,NATPLAS,"Plastic Products","42.726528","46.45","15.151251063829834"
Vivo Bio Tech Ltd,VIVOBIOT,"Biotechnology","42.6956124","28.8","19.407096545454557"
Cranes Software International Ltd,CRANESSOFT,,"42.6315997","3.79","-2.842106646666664"
Dhanlaxmi Fabrics Ltd,DHANFAB,"Textiles","42.6051615","48.1","67.6272404761907"
Royale Manor Hotels and Industries Ltd,RAYALEMA,"Hotels, Resorts & Cruise Lines","42.559636","23.5","45.7630494623656"
HB Portfolio Ltd,HBPOR,"Diversified Financials","42.464769","39.25","6.573493653250773"
Joindre Capital Services Ltd,JOINDRE,"Investment Banking & Brokerage","42.4087499","30.75","6.752985652866238"
Phoenix International Ltd,PHOENXINTL,"Footwear","42.393639","25.05","22.08002031250006"
Inani Marbles and Industries Ltd,INANI,"Building Products - Granite","42.315","23.85","13.02000000000001"
Riddhi Steel and Tube Ltd,RSTL,,"42.2802852","51","17.048502096774158"
Emergent Industrial Solutions Ltd,EMERGENT,"Education Services","42.21756","92.4","31.27226666666686"
Godha Cabcon & Insulation Ltd,GODHA,"Cables","42.1952","1.95","51.457560975609766"
Vanta Bioscience Ltd,VANTABIO,"Labs & Life Sciences Services","42.16416","63.5","527.0520000000047"
Sona Hi Sona Jewellers (Gujarat) Ltd,SONAHISONA,"Precious Metals, Jewellery & Watches","42.1312285","25.1","468.12476111108515"
Hariyana Ship Breakers Ltd,HRYNSHP,"Commodities Trading","41.99500227","68","22.823370798912986"
PlatinumOne Business Services Ltd,POBS,,"41.949424","269","18.561692035398227"
Mindpool Technologies Ltd,MINDPOOL,"Outsourced services","41.908875","103.8","44.11460526315801"
Deep Diamond India Ltd,DDIL,"Precious Metals, Jewellery & Watches","41.904","137.45","220.54736842105265"
India Home Loan Ltd,INDIAHOME,"Home Financing","41.84554215","30.3","22.023969552631574"
Ceejay Finance Ltd,CEEJAY,"Consumer Finance","41.79675","120.9","8.409808853118713"
Real Touch Finance Ltd,RTFL,"Diversified Financials","41.7589501","33.95","28.999270902777774"
Adroit Infotech Ltd,ADROITINFO,"IT Services & Consulting","41.74094502","22.4","66.25546828571431"
Kenvi Jewels Ltd,KENVI,,"41.70530925","41.25","99.29835535714233"
Nippon India ETF NV20,NV20BEES,"Equity","41.63824782","101.35",
Jyoti Ltd,JYOTI,"Heavy Electrical Equipments","41.5667304","18.9","27.711153599999882"
Anjani Synthetics Ltd,ANJANI,"Textiles","41.52125","29.15","10.380312499999922"
ICDS Ltd,ICDSLTD,"Diversified Financials","41.30034792","29","7.059888533333334"
Goenka Diamond And Jewels Ltd,GOENKA,"Precious Metals, Jewellery & Watches","41.21","1.3","-14.98545454545454"
Satchmo Holdings Ltd,NEH,,"41.1246522","2.89","-0.6297802787136292"
Hindoostan Mills Ltd,HINDMILL,"Textiles","41.1143356","245.4","-12.573191314984683"
AK Spintex Ltd,AKSPINTEX,,"40.9081275","87.05","22.853702513966486"
Axel Polymers Ltd,AXELPOLY,"Commodity Chemicals","40.8374806","46.85","44.876352307692216"
Jet Knitwears Ltd,JETKNIT,"Apparel & Accessories","40.810672","92.6","35.18161379310326"
Skyline Millars Ltd,SKYLMILAR,"Real Estate","40.7873895","10.37","55.11809391891895"
Chartered Capital and Investment Ltd,CHRTEDCA,"Investment Banking & Brokerage","40.6566","135","-1016.415000000001"
AD- Manum Finance Ltd,ADMANUM,"Specialized Finance","40.575","51.4","16.629098360655732"
Adeshwar Meditex Ltd,ADESHWAR,,"40.4079928","26.5","50.509990999999346"
Ravileela Granites Ltd,RALEGRA,,"40.33266","36.5","25.207912499999924"
Austin Engineering Company Ltd,AUSTENG,"Industrial Machinery","40.272924","113.65","24.1155233532935"
Madhucon Projects Ltd,MADHUCON,"Construction & Engineering","40.2182423","5.45","-1.189536891452234"
Riba Textiles Ltd,RIBATEX,"Textiles","40.1559392","42.95","8.21184850715747"
Tirupati Sarjan Ltd,TIRSARJ,"Real Estate","40.092600375","11.77","23.864643080357066"
Rathi Bars Ltd,RATHIBAR,"Iron & Steel","40.091026435","25.15","14.017841410839333"
Five Core Electronics Ltd,FIVECORE,"Electronic Equipments","39.8828562393207","31.7","2.842683979994336"
Ashoka Metcast Ltd,AML,"Commodities Trading","39.768636","17.5","19.11953653846154"
H P Cotton Textile Mills Ltd,HPCOTTON,,"39.66516","101.45","5.634255681818172"
Swaraj Suiting Ltd,SWARAJ,"Textiles","39.600715","52.25","8.684367324561384"
Alfavision Overseas (India) Ltd,ALFAVIO,,"39.533604","12.77","19.668459701492633"
Polymechplast Machines Ltd,POLYCHMP,,"39.52006405","70.4","11.521884562682237"
Diligent Media Corporation Ltd,DNAMEDIA,"Publishing","39.432186030000004","3.3","1.6464378300626306"
Restile Ceramics Ltd,RESTILE,"Building Products - Ceramics","39.409974839","3.91","-6.514045427933884"
Erp Soft Systems Ltd,ERPSOFT,"Software Services","39.402","107.65","197.0099999999995"
Aanchal Ispat Ltd,AANCHALISP,"Iron & Steel","39.20505","18.8","-11.106246458923557"
UTI Bank ETF,UTIBANKETF,"Equity","39.20116296","42.63",
Country Condo's Ltd,COUNCODOS,"Real Estate","39.1866365","5","15.427809645669306"
Dharani Sugars and Chemicals Ltd,DHARSUGAR,"Sugar","39.176","11.55","-0.9745273631840794"
Sanginita Chemicals Ltd,SANGINITA,"Commodity Chemicals","39.1113405","22.7","111.74668714285956"
Madhav Marbles and Granites Ltd,MADHAV,"Building Products - Granite","39.09839","43.95","-7.651348336594914"
Laxmi Cotspin Ltd,LAXMICOT,"Textiles","39.01094925","22.4","7.144862500000018"
Sanjivani Paranteral Ltd,SANJIVIN,"Pharmaceuticals","38.99337","39.45","8.056481404958685"
B C C Fuba India Ltd,BCCFUBA,,"38.96407725","26.7","43.293419166666524"
Hybrid Financial Services Ltd,HYBRIDFIN,,"38.944191825","17.95","23.892142223926395"
Sai Capital Ltd,SAICAPI,"Investment Banking & Brokerage","38.928136","132.05","3.594472391505079"
HB Stockholdings Ltd,HBSL,"Investment Banking & Brokerage","38.90027425","54.15","2.5609133805134965"
Shubham Polyspin Ltd,SHUBHAM,"Textiles","38.85101","30.85","58.86516666666666"
Mukand Engineers Ltd,MUKANDENGG,"Construction & Engineering","38.660129999999995","30.75","-1.7501190583974646"
